paper_id,title,published_date,abstract,entry_id,section_id,theme_id
76,Syntax and Domain Aware Model for Unsupervised Program Translation,2023-02-08 06:54:55,"There is growing interest in software migration as the development of
software and society. Manually migrating projects between languages is
error-prone and expensive. In recent years, researchers have begun to explore
automatic program translation using supervised deep learning techniques by
learning from large-scale parallel code corpus. However, parallel resources are
scarce in the programming language domain, and it is costly to collect
bilingual data manually. To address this issue, several unsupervised
programming translation systems are proposed. However, these systems still rely
on huge monolingual source code to train, which is very expensive. Besides,
these models cannot perform well for translating the languages that are not
seen during the pre-training procedure. In this paper, we propose SDA-Trans, a
syntax and domain-aware model for program translation, which leverages the
syntax structure and domain knowledge to enhance the cross-lingual transfer
ability. SDA-Trans adopts unsupervised training on a smaller-scale corpus,
including Python and Java monolingual programs. The experimental results on
function translation tasks between Python, Java, and C++ show that SDA-Trans
outperforms many large-scale pre-trained models, especially for unseen language
translation.",http://arxiv.org/abs/2302.03908v2,1,1
77,Python Agent in Ludii,2024-12-18 22:12:52,"Ludii is a Java general game system with a considerable number of board
games, with an API for developing new agents and a game description language to
create new games. To improve versatility and ease development, we provide
Python interfaces for agent programming. This allows the use of Python modules
to implement general game playing agents.
  As a means of enabling Python for creating Ludii agents, the interfaces are
implemented using different Java libraries: jpy and Py4J. The main goal of this
work is to determine which version is faster. To do so, we conducted a
performance analysis of two different GGP algorithms, Minimax adapted to GGP
and MCTS. The analysis was performed across several combinatorial games with
varying depth, branching factor, and ply time. For reproducibility, we provide
tutorials and repositories.
  Our analysis includes predictive models using regression, which suggest that
jpy is faster than Py4J, however slower than a native Java Ludii agent, as
expected.",http://arxiv.org/abs/2412.14372v1,1,1
78,"CRUXEval-X: A Benchmark for Multilingual Code Reasoning, Understanding
  and Execution",2024-08-23 11:43:00,"Code benchmarks such as HumanEval are widely adopted to evaluate Large
Language Models' (LLMs) coding capabilities. However, there is an unignorable
programming language bias in existing code benchmarks -- over 95% code
generation benchmarks are dominated by Python, leaving the LLMs' capabilities
in other programming languages such as Java and C/C++ unknown. Moreover, coding
task bias is also crucial. Most benchmarks focus on code generation capability,
while benchmarks for code reasoning (given input, reasoning output; and given
output, reasoning input), an essential coding capability, are insufficient.
Yet, constructing multi-lingual benchmarks can be expensive and
labor-intensive, and codes in contest websites such as Leetcode suffer from
data contamination during training. To fill this gap, we propose CRUXEVAL-X, a
multi-lingual code reasoning benchmark that contains 19 programming languages.
It comprises at least 600 subjects for each language, along with 19K
content-consistent tests in total. In particular, the construction pipeline of
CRUXEVAL-X works in a fully automated and test-guided manner, which iteratively
generates and repairs based on execution feedback. Also, to cross language
barriers (e.g., dynamic/static type systems in Python/C++), we formulated
various transition rules between language pairs to facilitate translation. Our
intensive evaluation of 24 representative LLMs reveals the correlation between
language pairs. For example, TypeScript and JavaScript show a significant
positive correlation, while Racket has less correlation with other languages.
More interestingly, even a model trained solely on Python can achieve at most
34.4% Pass@1 in other languages, revealing the cross-language generalization of
LLMs.",http://arxiv.org/abs/2408.13001v2,1,1
79,"MultiAIGCD: A Comprehensive dataset for AI Generated Code Detection
  Covering Multiple Languages, Models,Prompts, and Scenarios",2025-07-29 11:16:55,"As large language models (LLMs) rapidly advance, their role in code
generation has expanded significantly. While this offers streamlined
development, it also creates concerns in areas like education and job
interviews. Consequently, developing robust systems to detect AI-generated code
is imperative to maintain academic integrity and ensure fairness in hiring
processes. In this study, we introduce MultiAIGCD, a dataset for AI-generated
code detection for Python, Java, and Go. From the CodeNet dataset's problem
definitions and human-authored codes, we generate several code samples in Java,
Python, and Go with six different LLMs and three different prompts. This
generation process covered three key usage scenarios: (i) generating code from
problem descriptions, (ii) fixing runtime errors in human-written code, and
(iii) correcting incorrect outputs. Overall, MultiAIGCD consists of 121,271
AI-generated and 32,148 human-written code snippets. We also benchmark three
state-of-the-art AI-generated code detection models and assess their
performance in various test scenarios such as cross-model and cross-language.
We share our dataset and codes to support research in this field.",http://arxiv.org/abs/2507.21693v1,1,1
80,CoDesc: A Large Code-Description Parallel Dataset,2021-05-29 05:40:08,"Translation between natural language and source code can help software
development by enabling developers to comprehend, ideate, search, and write
computer programs in natural language. Despite growing interest from the
industry and the research community, this task is often difficult due to the
lack of large standard datasets suitable for training deep neural models,
standard noise removal methods, and evaluation benchmarks. This leaves
researchers to collect new small-scale datasets, resulting in inconsistencies
across published works. In this study, we present CoDesc -- a large parallel
dataset composed of 4.2 million Java methods and natural language descriptions.
With extensive analysis, we identify and remove prevailing noise patterns from
the dataset. We demonstrate the proficiency of CoDesc in two complementary
tasks for code-description pairs: code summarization and code search. We show
that the dataset helps improve code search by up to 22\% and achieves the new
state-of-the-art in code summarization. Furthermore, we show CoDesc's
effectiveness in pre-training--fine-tuning setup, opening possibilities in
building pretrained language models for Java. To facilitate future research, we
release the dataset, a data processing tool, and a benchmark at
\url{https://github.com/csebuetnlp/CoDesc}.",http://arxiv.org/abs/2105.14220v1,1,1
81,"On the Eve of True Explainability for OWL Ontologies: Description Logic
  Proofs with Evee and Evonne (Extended Version)",2022-06-15 17:59:46,"When working with description logic ontologies, understanding entailments
derived by a description logic reasoner is not always straightforward. So far,
the standard ontology editor Prot\'eg\'e offers two services to help:
(black-box) justifications for OWL 2 DL ontologies, and (glass-box) proofs for
lightweight OWL EL ontologies, where the latter exploits the proof facilities
of reasoner ELK. Since justifications are often insufficient in explaining
inferences, there is thus only little tool support for explaining inferences in
more expressive DLs. In this paper, we introduce EVEE-LIBS, a Java library for
computing proofs for DLs up to ALCH, and EVEE-PROTEGE, a collection of
Prot\'eg\'e plugins for displaying those proofs in Prot\'eg\'e. We also give a
short glimpse of the latest version of EVONNE, a more advanced standalone
application for displaying and interacting with proofs computed with EVEE-LIBS.",http://arxiv.org/abs/2206.07711v1,1,1
82,FreshBrew: A Benchmark for Evaluating AI Agents on Java Code Migration,2025-10-06 14:39:58,"AI coding assistants are rapidly becoming integral to modern software
development. A key challenge in this space is the continual need to migrate and
modernize codebases in response to evolving software ecosystems. Traditionally,
such migrations have relied on rule-based systems and human intervention. With
the advent of powerful large language models (LLMs), AI-driven agentic
frameworks offer a promising alternative-but their effectiveness has not been
systematically evaluated. In this paper, we introduce FreshBrew, a novel
benchmark for evaluating AI agents on project-level Java migrations, with a
specific focus on measuring an agent's ability to preserve program semantics
and avoid reward hacking, which we argue requires projects with high test
coverage for a rigorous and reliable evaluation. We benchmark several
state-of-the-art LLMs, and compare their performance against established
rule-based tools. Our evaluation of AI agents on this benchmark of 228
repositories shows that the top-performing model, Gemini 2.5 Flash, can
successfully migrate 52.3 percent of projects to JDK 17. Our empirical analysis
reveals novel insights into the critical strengths and limitations of current
agentic approaches, offering actionable insights into their real-world
applicability. Our empirical study reveals failure modes of current AI agents
in realistic Java modernization tasks, providing a foundation for evaluating
trustworthy code-migration systems. By releasing FreshBrew, we aim to
facilitate rigorous, reproducible evaluation and catalyze progress in AI-driven
codebase modernization.",http://arxiv.org/abs/2510.04852v2,1,1
83,Search4Code: Code Search Intent Classification Using Weak Supervision,2020-11-24 08:06:53,"Developers use search for various tasks such as finding code, documentation,
debugging information, etc. In particular, web search is heavily used by
developers for finding code examples and snippets during the coding process.
Recently, natural language based code search has been an active area of
research. However, the lack of real-world large-scale datasets is a significant
bottleneck. In this work, we propose a weak supervision based approach for
detecting code search intent in search queries for C# and Java programming
languages. We evaluate the approach against several baselines on a real-world
dataset comprised of over 1 million queries mined from Bing web search engine
and show that the CNN based model can achieve an accuracy of 77% and 76% for C#
and Java respectively. Furthermore, we are also releasing Search4Code, the
first large-scale real-world dataset of code search queries mined from Bing web
search engine. We hope that the dataset will aid future research on code
search.",http://arxiv.org/abs/2011.11950v3,1,1
84,CSA-Trans: Code Structure Aware Transformer for AST,2024-04-07 10:59:35,"When applying the Transformer architecture to source code, designing a good
self-attention mechanism is critical as it affects how node relationship is
extracted from the Abstract Syntax Trees (ASTs) of the source code. We present
Code Structure Aware Transformer (CSA-Trans), which uses Code Structure
Embedder (CSE) to generate specific PE for each node in AST. CSE generates node
Positional Encoding (PE) using disentangled attention. To further extend the
self-attention capability, we adopt Stochastic Block Model (SBM) attention. Our
evaluation shows that our PE captures the relationships between AST nodes
better than other graph-related PE techniques. We also show through
quantitative and qualitative analysis that SBM attention is able to generate
more node specific attention coefficients. We demonstrate that CSA-Trans
outperforms 14 baselines in code summarization tasks for both Python and Java,
while being 41.92% faster and 25.31% memory efficient in Java dataset compared
to AST-Trans and SG-Trans respectively.",http://arxiv.org/abs/2404.05767v1,1,1
85,"CoTran: An LLM-based Code Translator using Reinforcement Learning with
  Feedback from Compiler and Symbolic Execution",2023-06-11 19:47:52,"In this paper, we present an LLM-based code translation method and an
associated tool called CoTran, that translates whole-programs from one
high-level programming language to another. Existing LLM-based code translation
methods lack training to ensure that the translated code reliably compiles or
bears substantial functional equivalence to the input code. In our work, we
fine-tune an LLM using reinforcement learning, incorporating compiler feedback,
and symbolic execution (symexec)-based testing feedback to assess functional
equivalence between the input and output programs. The idea is to guide an LLM
during fine-tuning, via compiler and symexec-based testing feedback, by letting
it know how far it is from producing perfect translations. We conduct extensive
experiments comparing CoTran with 14 other code translation tools, including
human-written transpilers, LLM-based translation tools, and ChatGPT. Using a
benchmark of over \num{57000} code pairs in Java and Python, we demonstrate
that CoTran outperforms the other tools on relevant metrics such as compilation
accuracy (CompAcc) and functional equivalence accuracy (FEqAcc). For example,
in Python-to-Java translation, CoTran achieves 48.68% FEqAcc and 76.98%
CompAcc, whereas the nearest competing tool (PLBART-base) gets 38.26% and
75.77% respectively. Additionally, CoTran, built on top of CodeT5, improves
FEqAcc by +14.89% and CompAcc by +8.14% for Python-to-Java (resp., +12.94% and
+4.30% for Java-to-Python).",http://arxiv.org/abs/2306.06755v4,1,1
86,"Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large
  Language Models",2025-09-28 11:29:57,"Unit testing is essential for software quality assurance, yet writing and
maintaining tests remains time-consuming and error-prone. To address this
challenge, researchers have proposed various techniques for automating unit
test generation, including traditional heuristic-based methods and more recent
approaches that leverage large language models (LLMs). However, these existing
approaches are inherently path-insensitive because they rely on fixed
heuristics or limited contextual information and fail to reason about deep
control-flow structures. As a result, they often struggle to achieve adequate
coverage, particularly for deep or complex execution paths. In this work, we
present a path-sensitive framework, JUnitGenie, to fill this gap by combining
code knowledge with the semantic capabilities of LLMs in guiding context-aware
unit test generation. After extracting code knowledge from Java projects,
JUnitGenie distills this knowledge into structured prompts to guide the
generation of high-coverage unit tests. We evaluate JUnitGenie on 2,258 complex
focal methods from ten real-world Java projects. The results show that
JUnitGenie generates valid tests and improves branch and line coverage by
29.60% and 31.00% on average over both heuristic and LLM-based baselines. We
further demonstrate that the generated test cases can uncover real-world bugs,
which were later confirmed and fixed by developers.",http://arxiv.org/abs/2509.23812v2,1,1
87,CostMAP: An open-source software package for developing cost surfaces,2019-06-17 20:30:13,"Cost Surfaces are a quantitative means of assigning social, environmental,
and engineering costs that impact movement across landscapes. Cost surfaces are
a crucial aspect of route optimization and least cost path (LCP) calculations
and are used in a wide range of disciplines including computer science,
landscape ecology, and energy infrastructure modeling. Linear features present
a key weakness to traditional routing calculations along costs surfaces because
they cannot identify whether moving from a cell to its adjacent neighbors
constitutes crossing a linear barrier (increased cost) or following a corridor
(reduced cost). Following and avoiding linear features can drastically change
predicted routes. In this paper, we introduce an approach to address this
""adjacency"" issue using a search kernel that identifies these critical barriers
and corridors. We have built this approach into a new Java-based open-source
software package called CostMAP (cost surface multi-layer aggregation program),
which calculates cost surfaces and cost networks using the search kernel.
CostMAP not only includes the new adjacency capability, it is also a versatile
multi-platform package that allows users to input multiple GIS data layers and
to set weights and rules for developing a weighted-cost network. We compare
CostMAP performance with traditional cost surface approaches and show
significant performance gains, both following corridors and avoiding barriers,
using examples in a movement ecology framework and pipeline routing for carbon
capture, and storage (CCS). We also demonstrate that the new software can
straightforwardly calculate cost surfaces on a national scale.",http://arxiv.org/abs/1906.08872v1,2,1
88,"A Systematic Evaluation of Parameter-Efficient Fine-Tuning Methods for
  the Security of Code LLMs",2025-09-16 04:09:41,"Code-generating Large Language Models (LLMs) significantly accelerate
software development. However, their frequent generation of insecure code
presents serious risks. We present a comprehensive evaluation of seven
parameter-efficient fine-tuning (PEFT) techniques, demonstrating substantial
gains in secure code generation without compromising functionality. Our
research identifies prompt-tuning as the most effective PEFT method, achieving
an 80.86% Overall-Secure-Rate on CodeGen2 16B, a 13.5-point improvement over
the 67.28% baseline. Optimizing decoding strategies through sampling
temperature further elevated security to 87.65%. This equates to a reduction of
approximately 203,700 vulnerable code snippets per million generated. Moreover,
prompt and prefix tuning increase robustness against poisoning attacks in our
TrojanPuzzle evaluation, with strong performance against CWE-79 and CWE-502
attack vectors. Our findings generalize across Python and Java, confirming
prompt-tuning's consistent effectiveness. This study provides essential
insights and practical guidance for building more resilient software systems
with LLMs.",http://arxiv.org/abs/2509.12649v1,1,1
89,Design and Implementation of TAG: A Tabletop Games Framework,2020-09-25 07:27:30,"This document describes the design and implementation of the Tabletop Games
framework (TAG), a Java-based benchmark for developing modern board games for
AI research. TAG provides a common skeleton for implementing tabletop games
based on a common API for AI agents, a set of components and classes to easily
add new games and an import module for defining data in JSON format. At
present, this platform includes the implementation of seven different tabletop
games that can also be used as an example for further developments.
Additionally, TAG also incorporates logging functionality that allows the user
to perform a detailed analysis of the game, in terms of action space, branching
factor, hidden information, and other measures of interest for Game AI
research. The objective of this document is to serve as a central point where
the framework can be described at length. TAG can be downloaded at:
https://github.com/GAIGResearch/TabletopGames",http://arxiv.org/abs/2009.12065v1,1,1
90,"Generating executable oracles to check conformance of client code to
  requirements of JDK Javadocs using LLMs",2024-11-04 04:24:25,"Software testing remains the most widely used methodology for validating
quality of code. However, effectiveness of testing critically depends on the
quality of test suites used. Test cases in a test suite consist of two
fundamental parts: (1) input values for the code under test, and (2) correct
checks for the outputs it produces. These checks are commonly written as
assertions, and termed test oracles. The last couple of decades have seen much
progress in automated test input generation, e.g., using fuzzing and symbolic
execution. However, automating test oracles remains a relatively less explored
problem area. Indeed, a test oracle by its nature requires knowledge of
expected behavior, which may only be known to the developer and may not not
exist in a formal language that supports automated reasoning.
  Our focus in this paper is automation of test oracles for clients of widely
used Java libraries, e.g., java.lang and java.util packages. Our key insight is
that Javadocs that provide a rich source of information can enable automated
generation of test oracles. Javadocs of the core Java libraries are fairly
detailed documents that contain natural language descriptions of not only how
the libraries behave but also how the clients must (not) use them. We use large
language models as an enabling technology to embody our insight into a
framework for test oracle automation, and evaluate it experimentally. Our
experiments demonstrate that LLMs can generate oracles for checking normal and
exceptional behaviors from Javadocs, with 98.8% of these oracles being
compilable and 96.4% accurately reflecting intended properties. Even for the
few incorrect oracles, errors are minor and can be easily corrected with the
help of additional comment information generated by the LLMs.",http://arxiv.org/abs/2411.01789v2,1,1
91,Optimizing Heuristics for Tableau-based OWL Reasoners,2018-10-15 19:06:14,"Optimization techniques play a significant role in improving description
logic reasoners covering the Web Ontology Language (OWL). These techniques are
essential to speed up these reasoners. Many of the optimization techniques are
based on heuristic choices. Optimal heuristic selection makes these techniques
more effective. The FaCT++ OWL reasoner and its Java version JFact implement an
optimization technique called ToDo list which is a substitute for a traditional
top-down approach in tableau-based reasoners. The ToDo list mechanism allows
one to arrange the order of applying different rules by giving each a priority.
Compared to a top-down approach, the ToDo list technique has a better control
over the application of expansion rules. Learning the proper heuristic order
for applying rules in ToDo lis} will have a great impact on reasoning speed. We
use a binary SVM technique to build our learning model. The model can help to
choose ontology-specific order sets to speed up OWL reasoning. On average, our
learning approach tested with 40 selected ontologies achieves a speedup of two
orders of magnitude when compared to the worst rule ordering choice.",http://arxiv.org/abs/1810.06617v2,1,1
92,CodeS: Towards Code Model Generalization Under Distribution Shift,2022-06-11 09:32:29,"Distribution shift has been a longstanding challenge for the reliable
deployment of deep learning (DL) models due to unexpected accuracy degradation.
Although DL has been becoming a driving force for large-scale source code
analysis in the big code era, limited progress has been made on distribution
shift analysis and benchmarking for source code tasks. To fill this gap, this
paper initiates to propose CodeS, a distribution shift benchmark dataset, for
source code learning. Specifically, CodeS supports two programming languages
(Java and Python) and five shift types (task, programmer, time-stamp, token,
and concrete syntax tree). Extensive experiments based on CodeS reveal that 1)
out-of-distribution detectors from other domains (e.g., computer vision) do not
generalize to source code, 2) all code classification models suffer from
distribution shifts, 3) representation-based shifts have a higher impact on the
model than others, and 4) pre-trained bimodal models are relatively more
resistant to distribution shifts.",http://arxiv.org/abs/2206.05480v2,1,1
93,TrustyAI Explainability Toolkit,2021-04-26 17:00:32,"Artificial intelligence (AI) is becoming increasingly more popular and can be
found in workplaces and homes around the world. The decisions made by such
""black box"" systems are often opaque; that is, so complex as to be functionally
impossible to understand. How do we ensure that these systems are behaving as
desired? TrustyAI is an initiative which looks into explainable artificial
intelligence (XAI) solutions to address this issue of explainability in the
context of both AI models and decision services. This paper presents the
TrustyAI Explainability Toolkit, a Java and Python library that provides XAI
explanations of decision services and predictive models for both enterprise and
data science use-cases. We describe the TrustyAI implementations and extensions
to techniques such as LIME, SHAP and counterfactuals, which are benchmarked
against existing implementations in a variety of experiments.",http://arxiv.org/abs/2104.12717v2,1,1
94,Enhancing Neural Code Representation with Additional Context,2025-10-14 02:45:42,"Automated program comprehension underpins many software engineering tasks,
from code summarisation to clone detection. Recent deep learning models achieve
strong results but typically rely on source code alone, overlooking contextual
information such as version history or structural relationships. This limits
their ability to capture how code evolves and operates. We conduct an empirical
study on how enriching code representations with such contextual signals
affects neural model performance on key comprehension tasks. Two downstream
tasks, code clone detection and code summarisation, are evaluated using SeSaMe
(1,679 Java methods) and CodeSearchNet (63,259 methods). Five representative
models (CodeBERT, GraphCodeBERT, CodeT5, PLBART, ASTNN) are fine-tuned under
code-only and context-augmented settings. Results show that context generally
improves performance: version history consistently boosts clone detection
(e.g., CodeT5 +15.92% F1) and summarisation (e.g., GraphCodeBERT +5.56%
METEOR), while call-graph effects vary by model and task. Combining multiple
contexts yields further gains (up to +21.48% macro-F1). Human evaluation on 100
Java snippets confirms that context-augmented summaries are significantly
preferred for Accuracy and Content Adequacy (p <= 0.026; |delta| up to 0.55).
These findings highlight the potential of contextual signals to enhance code
comprehension and open new directions for optimising contextual encoding in
neural SE models.",http://arxiv.org/abs/2510.12082v1,1,1
95,Studying Vulnerable Code Entities in R,2024-02-06 21:39:55,"Pre-trained Code Language Models (Code-PLMs) have shown many advancements and
achieved state-of-the-art results for many software engineering tasks in the
past few years. These models are mainly targeted for popular programming
languages such as Java and Python, leaving out many other ones like R. Though R
has a wide community of developers and users, there is little known about the
applicability of Code-PLMs for R. In this preliminary study, we aim to
investigate the vulnerability of Code-PLMs for code entities in R. For this
purpose, we use an R dataset of code and comment pairs and then apply
CodeAttack, a black-box attack model that uses the structure of code to
generate adversarial code samples. We investigate how the model can attack
different entities in R. This is the first step towards understanding the
importance of R token types, compared to popular programming languages (e.g.,
Java). We limit our study to code summarization. Our results show that the most
vulnerable code entity is the identifier, followed by some syntax tokens
specific to R. The results can shed light on the importance of token types and
help in developing models for code summarization and method name prediction for
the R language.",http://arxiv.org/abs/2402.04421v1,1,1
96,Narrow Transformer: StarCoder-Based Java-LM For Desktop,2024-07-04 13:54:24,"This paper presents NT-Java-1.1B, an open-source specialized code language
model built on StarCoderBase-1.1B, designed for coding tasks in Java
programming. NT-Java-1.1B achieves state-of-the-art performance, surpassing its
base model and majority of other models of similar size on MultiPL-E Java code
benchmark. While there have been studies on extending large, generic
pre-trained models to improve proficiency in specific programming languages
like Python, similar investigations on small code models for other programming
languages are lacking. Large code models require specialized hardware like GPUs
for inference, highlighting the need for research into building small code
models that can be deployed on developer desktops. This paper addresses this
research gap by focusing on the development of a small Java code model,
NT-Java-1.1B, and its quantized versions, which performs comparably to open
models around 1.1B on MultiPL-E Java code benchmarks, making them ideal for
desktop deployment. This paper establishes the foundation for specialized
models across languages and sizes for a family of NT Models.",http://arxiv.org/abs/2407.03941v2,1,1
97,"Handling irresolvable conflicts in the Semantic Web: an RDF-based
  conflict-tolerant version of the Deontic Traditional Scheme",2024-11-29 18:33:28,"This paper presents a new ontology that implements the well-known Deontic
Traditional Scheme in RDFs and SPARQL, fit to handle irresolvable conflicts,
i.e., situations in which two or more statements prescribe conflicting
obligations, prohibitions, or permissions, with none of them being ""stronger""
than the other one(s). In our view, this paper marks a significant advancement
in standard theoretical research in formal Deontic Logic. Most contemporary
approaches in this field are confined to the propositional level, mainly focus
on the notion of obligation, and lack implementations. The proposed framework
is encoded in RDF, which is not only a first-order language but also the most
widely used knowledge representation language, as it forms the foundation of
the Semantic Web. Moreover, the proposed computational ontology formalizes all
deontic modalities defined in the Deontic Traditional Scheme, without
specifically focusing on obligations, and offers constructs to model and reason
with various types of irresolvable conflicts, violations, and the interaction
between deontic modalities and contextual constraints in a given state of
affairs. To the best of our knowledge, no existing approach in the literature
addresses all these aspects within a unified integrated framework. All examples
presented and discussed in this paper, together with Java code and clear
instructions to re-execute them locally, are available at
https://github.com/liviorobaldo/conflict-tolerantDeonticTraditionalScheme",http://arxiv.org/abs/2411.19918v1,1,1
98,"Investigating the Efficacy of Large Language Models for Code Clone
  Detection",2024-01-24 20:43:36,"Large Language Models (LLMs) have demonstrated remarkable success in various
natural language processing and software engineering tasks, such as code
generation. The LLMs are mainly utilized in the prompt-based zero/few-shot
paradigm to guide the model in accomplishing the task. GPT-based models are one
of the popular ones studied for tasks such as code comment generation or test
generation. These tasks are `generative' tasks. However, there is limited
research on the usage of LLMs for `non-generative' tasks such as classification
using the prompt-based paradigm. In this preliminary exploratory study, we
investigated the applicability of LLMs for Code Clone Detection (CCD), a
non-generative task. By building a mono-lingual and cross-lingual CCD dataset
derived from CodeNet, we first investigated two different prompts using ChatGPT
to detect Type-4 code clones in Java-Java and Java-Ruby pairs in a zero-shot
setting. We then conducted an analysis to understand the strengths and
weaknesses of ChatGPT in CCD. ChatGPT surpasses the baselines in cross-language
CCD attaining an F1-score of 0.877 and achieves comparable performance to fully
fine-tuned models for mono-lingual CCD, with an F1-score of 0.878. Also, the
prompt and the difficulty level of the problems has an impact on the
performance of ChatGPT. Finally we provide insights and future directions based
on our initial analysis",http://arxiv.org/abs/2401.13802v3,1,1
99,ScenEval: A Benchmark for Scenario-Based Evaluation of Code Generation,2024-06-18 14:02:20,"In the scenario-based evaluation of machine learning models, a key problem is
how to construct test datasets that represent various scenarios. The
methodology proposed in this paper is to construct a benchmark and attach
metadata to each test case. Then a test system can be constructed with test
morphisms that filter the test cases based on metadata to form a dataset.
  The paper demonstrates this methodology with large language models for code
generation. A benchmark called ScenEval is constructed from problems in
textbooks, an online tutorial website and Stack Overflow. Filtering by scenario
is demonstrated and the test sets are used to evaluate ChatGPT for Java code
generation.
  Our experiments found that the performance of ChatGPT decreases with the
complexity of the coding task. It is weakest for advanced topics like
multi-threading, data structure algorithms and recursive methods. The Java code
generated by ChatGPT tends to be much shorter than reference solution in terms
of number of lines, while it is more likely to be more complex in both
cyclomatic and cognitive complexity metrics, if the generated code is correct.
However, the generated code is more likely to be less complex than the
reference solution if the code is incorrect.",http://arxiv.org/abs/2406.12635v1,1,1
100,How Effective Are Neural Networks for Fixing Security Vulnerabilities,2023-05-29 20:50:27,"Security vulnerability repair is a difficult task that is in dire need of
automation. Two groups of techniques have shown promise: (1) large code
language models (LLMs) that have been pre-trained on source code for tasks such
as code completion, and (2) automated program repair (APR) techniques that use
deep learning (DL) models to automatically fix software bugs.
  This paper is the first to study and compare Java vulnerability repair
capabilities of LLMs and DL-based APR models. The contributions include that we
(1) apply and evaluate five LLMs (Codex, CodeGen, CodeT5, PLBART and InCoder),
four fine-tuned LLMs, and four DL-based APR techniques on two real-world Java
vulnerability benchmarks (Vul4J and VJBench), (2) design code transformations
to address the training and test data overlapping threat to Codex, (3) create a
new Java vulnerability repair benchmark VJBench, and its transformed version
VJBench-trans and (4) evaluate LLMs and APR techniques on the transformed
vulnerabilities in VJBench-trans.
  Our findings include that (1) existing LLMs and APR models fix very few Java
vulnerabilities. Codex fixes 10.2 (20.4%), the most number of vulnerabilities.
(2) Fine-tuning with general APR data improves LLMs' vulnerability-fixing
capabilities. (3) Our new VJBench reveals that LLMs and APR models fail to fix
many Common Weakness Enumeration (CWE) types, such as CWE-325 Missing
cryptographic step and CWE-444 HTTP request smuggling. (4) Codex still fixes
8.3 transformed vulnerabilities, outperforming all the other LLMs and APR
models on transformed vulnerabilities. The results call for innovations to
enhance automated Java vulnerability repair such as creating larger
vulnerability repair training data, tuning LLMs with such data, and applying
code simplification transformation to facilitate vulnerability repair.",http://arxiv.org/abs/2305.18607v2,1,1
101,GitHub Copilot: the perfect Code compLeeter?,2024-06-17 08:38:29,"This paper aims to evaluate GitHub Copilot's generated code quality based on
the LeetCode problem set using a custom automated framework. We evaluate the
results of Copilot for 4 programming languages: Java, C++, Python3 and Rust. We
aim to evaluate Copilot's reliability in the code generation stage, the
correctness of the generated code and its dependency on the programming
language, problem's difficulty level and problem's topic. In addition to that,
we evaluate code's time and memory efficiency and compare it to the average
human results. In total, we generate solutions for 1760 problems for each
programming language and evaluate all the Copilot's suggestions for each
problem, resulting in over 50000 submissions to LeetCode spread over a 2-month
period. We found that Copilot successfully solved most of the problems.
However, Copilot was rather more successful in generating code in Java and C++
than in Python3 and Rust. Moreover, in case of Python3 Copilot proved to be
rather unreliable in the code generation phase. We also discovered that
Copilot's top-ranked suggestions are not always the best. In addition, we
analysed how the topic of the problem impacts the correctness rate. Finally,
based on statistics information from LeetCode, we can conclude that Copilot
generates more efficient code than an average human.",http://arxiv.org/abs/2406.11326v1,1,1
102,CUBETESTERAI: Automated JUnit Test Generation using the LLaMA Model,2025-03-13 19:44:09,"This paper presents an approach to automating JUnit test generation for Java
applications using the Spring Boot framework, leveraging the LLaMA (Large
Language Model Architecture) model to enhance the efficiency and accuracy of
the testing process. The resulting tool, called CUBETESTERAI, includes a
user-friendly web interface and the integration of a CI/CD pipeline using
GitLab and Docker. These components streamline the automated test generation
process, allowing developers to generate JUnit tests directly from their code
snippets with minimal manual intervention. The final implementation executes
the LLaMA models through RunPod, an online GPU service, which also enhances the
privacy of our tool. Using the advanced natural language processing
capabilities of the LLaMA model, CUBETESTERAI is able to generate test cases
that provide high code coverage and accurate validation of software
functionalities in Java-based Spring Boot applications. Furthermore, it
efficiently manages resource-intensive operations and refines the generated
tests to address common issues like missing imports and handling of private
methods. By comparing CUBETESTERAI with some state-of-the-art tools, we show
that our proposal consistently demonstrates competitive and, in many cases,
better performance in terms of code coverage in different real-life Java
programs.",http://arxiv.org/abs/2504.15286v1,1,1
103,"ConArg: a Tool to Solve (Weighted) Abstract Argumentation Frameworks
  with (Soft) Constraints",2012-12-12 16:06:28,"ConArg is a Constraint Programming-based tool that can be used to model and
solve different problems related to Abstract Argumentation Frameworks (AFs). To
implement this tool we have used JaCoP, a Java library that provides the user
with a Finite Domain Constraint Programming paradigm. ConArg is able to
randomly generate networks with small-world properties in order to find
conflict-free, admissible, complete, stable grounded, preferred, semi-stable,
stage and ideal extensions on such interaction graphs. We present the main
features of ConArg and we report the performance in time, showing also a
comparison with ASPARTIX [1], a similar tool using Answer Set Programming. The
use of techniques for constraint solving can tackle the complexity of the
problems presented in [2]. Moreover we suggest semiring-based soft constraints
as a mean to parametrically represent and solve Weighted Argumentation
Frameworks: different kinds of preference levels related to attacks, e.g., a
score representing a ""fuzziness"", a ""cost"" or a probability, can be represented
by choosing different instantiation of the semiring algebraic structure. The
basic idea is to provide a common computational and quantitative framework.",http://arxiv.org/abs/1212.2857v2,1,1
